ID_Uzorka;GPS_LAT;GPS_LONG
251;18.490461;77.331249
252;18.501609;77.32863
253;18.49241;77.334369
254;18.49127;77.328171
255;18.496203;77.333793
256;18.492024;77.337052
257;18.493281;77.328725
258;18.502542;77.332769
259;18.495533;77.333673
260;18.501288;77.332878
261;18.486783;77.340864
262;18.494827;77.336957
263;18.492218;77.32393
264;18.493692;77.330512
265;18.494112;77.337954
266;18.496402;77.341783
267;18.494433;77.336128
268;18.499217;77.333079
269;18.503296;77.335749
270;18.499991;77.33146
271;18.48959;77.327145
272;18.489566;77.324524
273;18.501985;77.336769
274;18.49375;77.331852
275;18.491561;77.333008
276;18.487934;77.339185
277;18.497949;77.333894
278;18.490197;77.331937
279;18.503855;77.318182
280;18.493086;77.327813
281;18.492894;77.331178
282;18.495737;77.32821
283;18.493145;77.335276
284;18.49123;77.32438
285;18.490432;77.329597
286;18.507568;77.335023
287;18.499799;77.322241
288;18.505656;77.339716
289;18.489752;77.331231
290;18.499009;77.33401
291;18.492056;77.325644
292;18.499074;77.328475
293;18.498857;77.335358
294;18.50011;77.33158
295;18.491091;77.330372
296;18.494175;77.331747
297;18.491992;77.326563
298;18.493935;77.327176
299;18.489174;77.324726
300;18.494045;77.334069
301;18.495362;77.337432
302;18.489866;77.335285
303;18.495468;77.329224
304;18.50069;77.332868
305;18.49355;77.332834
306;18.493424;77.331041
307;18.493287;77.326089
308;18.500402;77.332581
309;18.492161;77.329833
310;18.492729;77.328971
311;18.495836;77.328185
312;18.498299;77.322617
313;18.495943;77.330417
314;18.495971;77.322917
315;18.500953;77.331748
316;18.496736;77.33239
317;18.506043;77.321799
318;18.487968;77.333848
319;18.494322;77.326363
320;18.496731;77.320961
321;18.486867;77.341661
322;18.500196;77.329452
323;18.496563;77.329963
324;18.484193;77.339897
325;18.493584;77.33638
326;18.485969;77.327357
327;18.491224;77.333054
328;18.494814;77.320699
329;18.501668;77.336956
330;18.500563;77.33205
331;18.50313;77.329477
332;18.489368;77.329879
333;18.490798;77.332403
334;18.499906;77.327911
335;18.489654;77.324536
336;18.502865;77.330943
337;18.501463;77.324799
338;18.495408;77.314334
339;18.492442;77.330737
340;18.498732;77.328453
341;18.498743;77.328581
342;18.505337;77.333229
343;18.490193;77.327984
344;18.48909;77.329664
345;18.497805;77.335227
346;18.5037;77.324749
347;18.492688;77.330114
348;18.495872;77.330159
349;18.493542;77.328246
350;18.498882;77.324656
351;18.493265;77.335571
352;18.493077;77.325557
353;18.485524;77.335964
354;18.504161;77.331136
355;18.501922;77.331902
356;18.493498;77.332572
357;18.492278;77.328622
358;18.496499;77.320063
359;18.496369;77.333802
360;18.493279;77.324328
361;18.501361;77.333529
362;18.495449;77.337836
363;18.49668;77.335236
364;18.498072;77.326253
365;18.504176;77.332113
366;18.494385;77.333135
367;18.503514;77.323015
368;18.500256;77.333576
369;18.494481;77.326061
370;18.501815;77.329964
371;18.498453;77.329778
372;18.488541;77.330816
373;18.490357;77.33079
374;18.489529;77.331773
375;18.495278;77.324856
376;18.490462;77.327242
377;18.501584;77.335188
378;18.489939;77.330893
379;18.497794;77.323776
380;18.496383;77.327255
381;18.494684;77.330364
382;18.487238;77.331382
383;18.494477;77.3286
384;18.503342;77.333012
385;18.487114;77.333662
386;18.49223;77.335109
387;18.491758;77.333146
388;18.490252;77.340386
389;18.491143;77.321443
390;18.494639;77.336216
391;18.489619;77.332379
392;18.495484;77.339669
393;18.488526;77.330423
394;18.497056;77.334339
395;18.492499;77.336128
396;18.500923;77.330275
397;18.495952;77.331766
398;18.492235;77.330922
399;18.497891;77.318485
400;18.490858;77.32618
401;18.492933;77.330289
402;18.492074;77.330008
403;18.49144;77.32289
404;18.501307;77.330231
405;18.495262;77.335704
406;18.497579;77.33053
407;18.500548;77.329993
408;18.494554;77.328447
409;18.486157;77.33431
410;18.489392;77.327902
411;18.498323;77.32543
412;18.497208;77.343397
413;18.497868;77.334529
414;18.489691;77.32991
415;18.485934;77.32818
416;18.491467;77.332011
417;18.488859;77.33014
418;18.49443;77.323657
419;18.491749;77.322356
420;18.496805;77.326387
421;18.490757;77.337496
422;18.492157;77.33808
423;18.490606;77.338618
424;18.495264;77.332436
425;18.488738;77.326231
426;18.497318;77.33769
427;18.491647;77.324933
428;18.499524;77.335695
429;18.492839;77.323612
430;18.487905;77.33447
431;18.489257;77.331892
432;18.496922;77.328971
433;18.490904;77.326166
434;18.495156;77.325149
435;18.481609;77.334844
436;18.48916;77.334494
437;18.489882;77.334629
438;18.494705;77.329971
439;18.494225;77.331294
440;18.496386;77.331929
441;18.49783;77.328665
442;18.498466;77.335782
443;18.496635;77.319074
444;18.494956;77.333643
445;18.504496;77.335549
446;18.494657;77.331139
447;18.49867;77.324802
448;18.500886;77.327827
449;18.495485;77.328504
450;18.488308;77.322091
451;18.316169;77.572809
452;18.324158;77.570991
453;18.330053;77.572482
454;18.324617;77.568695
455;18.327919;77.562091
456;18.318169;77.564594
457;18.318917;77.57783
458;18.327507;77.564919
459;18.333187;77.568606
460;18.324321;77.566454
461;18.32243;77.563927
462;18.322605;77.573004
463;18.318799;77.565448
464;18.320984;77.56642
465;18.324616;77.575647
466;18.318254;77.573338
467;18.320267;77.577171
468;18.327008;77.573828
469;18.329059;77.569984
470;18.324662;77.560395
471;18.325991;77.564006
472;18.34267;77.575663
473;18.326159;77.571807
474;18.318461;77.565121
475;18.325185;77.567403
476;18.327833;77.571099
477;18.329243;77.564221
478;18.318376;77.572159
479;18.32757;77.566782
480;18.316147;77.574144
481;18.320755;77.566676
482;18.326871;77.573866
483;18.316557;77.581039
484;18.320551;77.574756
485;18.327281;77.570164
486;18.323009;77.5746
487;18.333093;77.569762
488;18.32489;77.578049
489;18.317282;77.574566
490;18.32554;77.571803
491;18.321367;77.566591
492;18.315337;77.583093
493;18.330897;77.57018
494;18.318893;77.564719
495;18.327007;77.564155
496;18.338069;77.564554
497;18.32381;77.573595
498;18.325338;77.567269
499;18.322297;77.56852
500;18.333008;77.57386
501;18.328314;77.568066
502;18.322076;77.566769
503;18.329529;77.574758
504;18.327787;77.571693
505;18.322378;77.563881
506;18.334282;77.571595
507;18.316715;77.570656
508;18.325486;77.57499
509;18.326957;77.572518
510;18.324781;77.567772
511;18.331542;77.563443
512;18.327055;77.563886
513;18.315386;77.56519
514;18.320563;77.574814
515;18.324036;77.557138
516;18.328067;77.567661
517;18.320726;77.565235
518;18.322663;77.575759
519;18.322182;77.569221
520;18.3207;77.563814
521;18.327433;77.569056
522;18.325327;77.57125
523;18.329936;77.567664
524;18.321216;77.57673
525;18.334361;77.566307
526;18.329102;77.56613
527;18.325093;77.571929
528;18.323533;77.582588
529;18.31996;77.572832
530;18.323375;77.569418
531;18.318446;77.572993
532;18.319876;77.5704
533;18.323606;77.571525
534;18.327012;77.576522
535;18.321503;77.56457
536;18.318298;77.578174
537;18.324256;77.57429
538;18.322377;77.571977
539;18.318836;77.576325
540;18.310964;77.573185
541;18.327845;77.575229
542;18.316129;77.574121
543;18.327236;77.576325
544;18.327712;77.564028
545;18.327681;77.570539
546;18.325275;77.57492
547;18.32974;77.569734
548;18.321736;77.568911
549;18.32381;77.565963
550;18.3223;77.572952
551;18.311333;77.577669
552;18.326021;77.562045
553;18.317828;77.574666
554;18.319539;77.563437
555;18.332726;77.571646
556;18.326747;77.583715
557;18.324745;77.566987
558;18.324298;77.566629
559;18.314854;77.579421
560;18.321245;77.578965
561;18.328511;77.569642
562;18.322899;77.574963
563;18.321609;77.571472
564;18.317806;77.577663
565;18.329675;77.571878
566;18.325398;77.569319
567;18.321342;77.565105
568;18.320158;77.568369
569;18.324377;77.570373
570;18.326185;77.567022
571;18.322677;77.57591
572;18.325674;77.571193
573;18.322644;77.584443
574;18.333317;77.568082
575;18.328042;77.573757
576;18.323048;77.571373
577;18.327612;77.568775
578;18.325625;77.574028
579;18.333455;77.567723
580;18.321121;77.571084
581;18.322666;77.574832
582;18.328519;77.573895
583;18.327263;77.571392
584;18.331241;77.571541
585;18.331732;77.56999
586;18.322254;77.582347
587;18.327373;77.572716
588;18.323736;77.577956
589;18.326196;77.574201
590;18.323252;77.568721
591;18.323651;77.575715
592;18.322454;77.562838
593;18.324437;77.579859
594;18.324615;77.561131
595;18.309886;77.569457
596;18.331648;77.577232
597;18.327336;77.567538
598;18.328714;77.57012
599;18.324657;77.569993
600;18.326091;77.565667
601;18.321215;77.569457
602;18.319601;77.567951
603;18.320742;77.566892
604;18.325918;77.573023
605;18.325818;77.566691
606;18.322984;77.567365
607;18.322263;77.56761
608;18.325239;77.572949
609;18.329694;77.570009
610;18.327846;77.579929
611;18.323573;77.569314
612;18.328546;77.570839
613;18.327482;77.583212
614;18.320167;77.571307
615;18.33688;77.571907
616;18.334326;77.565857
617;18.323433;77.557109
618;18.317605;77.569347
619;18.327859;77.566126
620;18.328318;77.564347
621;18.325082;77.566753
622;18.328498;77.572718
623;18.323327;77.570589
624;18.322604;77.567605
625;18.324717;77.581234
626;18.317504;77.575335
627;18.32592;77.565156
628;18.329895;77.571172
629;18.320747;77.575972
630;18.321298;77.567468
631;18.318025;77.568977
632;18.325628;77.57356
633;18.333557;77.570299
634;18.321219;77.573122
635;18.320471;77.577363
636;18.331586;77.576684
637;18.331007;77.570463
638;18.322975;77.571075
639;18.318334;77.565216
640;18.330602;77.567313
641;18.320001;77.57458
642;18.324597;77.566787
643;18.325567;77.573748
644;18.326727;77.568622
645;18.333048;77.57272
646;18.328337;77.566379
647;18.322846;77.577185
648;18.328959;77.567408
649;18.320069;77.57541
650;18.331826;77.582978
651;18.318229;77.570771
652;18.329393;77.568007
653;18.327663;77.563911
654;18.329712;77.576784
655;18.333014;77.569886
656;18.320973;77.578589
657;18.326857;77.572714
658;18.32201;77.572628
659;18.329378;77.576906
660;18.323338;77.571898
661;18.321474;77.5845
662;18.323186;77.563852
663;18.32859;77.568681
664;18.32668;77.57178
665;18.324829;77.577127
666;18.319769;77.57134
667;18.330398;77.569017
668;18.327217;77.576972
669;18.324956;77.565911
670;18.320538;77.561261
671;18.321356;77.570462
672;18.332791;77.569249
673;18.328556;77.574723
674;18.327199;77.573032
675;18.334343;77.569152
676;18.325741;77.575416
677;18.323603;77.570898
678;18.327884;77.57664
679;18.318868;77.572179
680;18.323663;77.566886
681;18.330023;77.56899
682;18.324263;77.571232
683;18.32567;77.569673
684;18.327382;77.564831
685;18.317004;77.569803
686;18.328839;77.561648
687;18.325304;77.567358
688;18.32757;77.5678
689;18.320124;77.57771
690;18.334057;77.572899
691;18.322891;77.569022
692;18.327312;77.573523
693;18.327697;77.57424
694;18.330612;77.567079
695;18.330859;77.569303
696;18.325256;77.561655
697;18.325412;77.567058
698;18.321006;77.570305
699;18.324382;77.574336
700;18.32967;77.57433
701;18.326615;77.571954
702;18.327441;77.567668
703;18.321762;77.584113
704;18.31973;77.572564
705;18.328756;77.563525
706;18.322876;77.578482
707;18.321818;77.577264
708;18.327331;77.579757
709;18.321809;77.565368
710;18.326176;77.566416
711;18.317938;77.56498
712;18.322761;77.574511
713;18.325435;77.574127
714;18.322471;77.569686
715;18.322377;77.570802
716;18.332084;77.569508
717;18.327801;77.568122
718;18.330501;77.559442
719;18.326064;77.57412
720;18.318396;77.580165
721;18.317334;77.569537
722;18.318379;77.568866
723;18.320484;77.577996
724;18.330974;77.571268
725;18.328086;77.570259
726;18.338167;77.563736
727;18.3306;77.572445
728;18.324007;77.566711
729;18.319798;77.571198
730;18.33261;77.570725
731;18.327826;77.575446
732;18.320207;77.564872
733;18.316502;77.564313
734;18.335814;77.581519
735;18.324643;77.56852
736;18.327623;77.560613
737;18.31459;77.576026
738;18.323424;77.567744
739;18.330187;77.576387
740;18.324791;77.563234
741;18.324137;77.562187
742;18.311628;77.567481
743;18.333119;77.567689
744;18.323953;77.573441
745;18.326377;77.566471
746;18.318371;77.569428
747;18.324617;77.569309
748;18.323599;77.56441
749;18.317021;77.574923
750;18.325207;77.565776
751;18.379043;77.489555
752;18.419514;77.473107
753;18.416786;77.467126
754;18.429001;77.522713
755;18.472526;77.398843
756;18.504448;77.376142
757;18.432221;77.475137
758;18.460042;77.531605
759;18.533518;77.450303
760;18.481035;77.355076
761;18.473927;77.346869
762;18.402495;77.426677
763;18.418431;77.361619
764;18.478672;77.430189
765;18.416212;77.393685
766;18.465146;77.465397
767;18.439506;77.52951
768;18.507857;77.429649
769;18.455472;77.514503
770;18.514312;77.484926
771;18.414121;77.422506
772;18.557195;77.464865
773;18.488027;77.470802
774;18.441574;77.414381
775;18.414165;77.466981
776;18.446465;77.436821
777;18.538829;77.4524
778;18.503039;77.428116
779;18.372551;77.424837
780;18.456685;77.529144
781;18.419879;77.446966
782;18.482152;77.519128
783;18.477867;77.429399
784;18.45801;77.457405
785;18.482673;77.492482
786;18.505673;77.427649
787;18.441407;77.449192
788;18.349287;77.421679
789;18.474291;77.431718
790;18.483796;77.42244
791;18.502553;77.479867
792;18.335614;77.36147
793;18.459067;77.491496
794;18.425975;77.364471
795;18.479267;77.47888
796;18.400455;77.403672
797;18.32989;77.404756
798;18.399526;77.472322
799;18.477242;77.36036
800;18.513084;77.462484
801;18.400423;77.454956
802;18.489645;77.4852
803;18.473833;77.418839
804;18.406235;77.302595
805;18.388627;77.474764
806;18.487397;77.402119
807;18.380014;77.457007
808;18.517685;77.384905
809;18.396497;77.423322
810;18.505766;77.477936
811;18.466182;77.456496
812;18.496485;77.533445
813;18.456776;77.394395
814;18.466084;77.420721
815;18.520302;77.462898
816;18.429509;77.477047
817;18.442276;77.420997
818;18.480318;77.431638
819;18.492698;77.428908
820;18.538184;77.40882
821;18.406484;77.469664
822;18.444377;77.491238
823;18.484384;77.422301
824;18.439247;77.511425
825;18.460099;77.482357
826;18.437665;77.388191
827;18.327049;77.48729
828;18.411262;77.494054
829;18.459532;77.383415
830;18.47863;77.483177
831;18.373653;77.515527
832;18.495131;77.434067
833;18.536586;77.475261
834;18.40738;77.435892
835;18.446118;77.461067
836;18.512687;77.395578
837;18.362618;77.425736
838;18.46438;77.458406
839;18.394809;77.458966
840;18.437546;77.385815
841;18.426081;77.452228
842;18.422884;77.451092
843;18.487016;77.47429
844;18.446092;77.421465
845;18.440971;77.471028
846;18.44332;77.523675
847;18.440252;77.369796
848;18.434567;77.427448
849;18.502511;77.419253
850;18.37694;77.482838
851;18.403146;77.506773
852;18.428398;77.366905
853;18.450968;77.439777
854;18.451903;77.454718
855;18.432056;77.436234
856;18.408684;77.523166
857;18.43451;77.511315
858;18.503854;77.55377
859;18.388872;77.491261
860;18.366942;77.499897
861;18.450315;77.49254
862;18.481747;77.481168
863;18.45363;77.491401
864;18.441621;77.386015
865;18.422401;77.492567
866;18.377642;77.49901
867;18.366514;77.533127
868;18.396814;77.464475
869;18.450431;77.491245
870;18.462857;77.433877
871;18.527459;77.381513
872;18.374702;77.417401
873;18.455215;77.50953
874;18.391947;77.448994
875;18.511276;77.389663
876;18.416196;77.494636
877;18.420924;77.488697
878;18.476361;77.428168
879;18.535835;77.375368
880;18.308152;77.431752
881;18.317988;77.491762
882;18.430314;77.492537
883;18.385843;77.452842
884;18.464968;77.489104
885;18.459584;77.486755
886;18.36716;77.540953
887;18.372394;77.471789
888;18.412561;77.442703
889;18.4518;77.435873
890;18.547656;77.496056
891;18.422;77.398289
892;18.4293;77.412424
893;18.405584;77.493144
894;18.357074;77.464048
895;18.527004;77.467754
896;18.426744;77.475539
897;18.396282;77.466426
898;18.446866;77.454977
899;18.429514;77.439311
900;18.403661;77.432277
901;18.359729;77.398974
902;18.413342;77.553559
903;18.442;77.38238
904;18.417261;77.388135
905;18.474171;77.502266
906;18.44271;77.456216
907;18.453415;77.389553
908;18.443302;77.379789
909;18.433977;77.392615
910;18.403525;77.441364
911;18.491913;77.496342
912;18.47473;77.416669
913;18.383214;77.393031
914;18.388658;77.471394
915;18.485102;77.368416
916;18.442667;77.382825
917;18.46107;77.467427
918;18.428614;77.476264
919;18.421811;77.455325
920;18.400673;77.430364
921;18.411472;77.42566
922;18.39535;77.516648
923;18.479437;77.373031
924;18.494502;77.525715
925;18.503686;77.431066
926;18.47616;77.471762
927;18.411871;77.506064
928;18.423363;77.400941
929;18.436051;77.35821
930;18.400654;77.459088
931;18.498462;77.54175
932;18.502533;77.423857
933;18.519643;77.40905
934;18.441335;77.352914
935;18.384424;77.429475
936;18.475107;77.463662
937;18.405752;77.441524
938;18.414551;77.435756
939;18.51314;77.494607
940;18.474089;77.450191
941;18.441478;77.378804
942;18.474587;77.455278
943;18.485382;77.472055
944;18.372282;77.42866
945;18.454539;77.486219
946;18.450241;77.550327
947;18.48493;77.465535
948;18.370375;77.473149
949;18.410427;77.513396
950;18.480053;77.420895
951;18.410098;77.508765
952;18.491114;77.50713
953;18.360265;77.369691
954;18.514362;77.406408
955;18.542763;77.424347
956;18.422867;77.400984
957;18.404866;77.513256
958;18.4002;77.410025
959;18.416727;77.462854
960;18.535459;77.454483
961;18.420732;77.398574
962;18.452411;77.363709
963;18.402349;77.491223
964;18.384565;77.467086
965;18.454893;77.469318
966;18.551055;77.446006
967;18.403365;77.461578
968;18.357316;77.489508
969;18.402605;77.405364
970;18.415416;77.491065
971;18.471302;77.535251
972;18.446452;77.411933
973;18.420359;77.501787
974;18.462079;77.45996
975;18.493663;77.39945
976;18.389272;77.444254
977;18.434162;77.475241
978;18.433597;77.557758
979;18.391969;77.458434
980;18.497938;77.30582
981;18.477711;77.513733
982;18.511508;77.426995
983;18.440534;77.366359
984;18.516803;77.412343
985;18.41312;77.461518
986;18.429854;77.456907
987;18.448057;77.400348
988;18.422202;77.492574
989;18.416493;77.453137
990;18.381128;77.460261
991;18.476038;77.3931
992;18.46852;77.493779
993;18.463983;77.409722
994;18.431385;77.450323
995;18.475018;77.507174
996;18.412583;77.475406
997;18.39919;77.380601
998;18.428465;77.421617
999;18.479291;77.390202
1000;18.429536;77.501358
1001;18.429308;77.484536
1002;18.439531;77.460202
1003;18.410389;77.383298
1004;18.38488;77.51282
1005;18.469471;77.456857
1006;18.397969;77.509836
1007;18.406519;77.50075
1008;18.408194;77.375407
1009;18.428527;77.482298
1010;18.390633;77.455891
1011;18.549551;77.376121
1012;18.489987;77.572785
1013;18.419041;77.550442
1014;18.365528;77.410283
1015;18.46239;77.465047
1016;18.439739;77.456675
1017;18.308776;77.452825
1018;18.44314;77.39042
1019;18.533263;77.450716
1020;18.490412;77.431475
1021;18.409176;77.500337
1022;18.472527;77.412549
1023;18.443041;77.437956
1024;18.462748;77.384454
1025;18.437994;77.476009
1026;18.406386;77.453203
1027;18.401576;77.559344
1028;18.433008;77.477243
1029;18.471406;77.457394
1030;18.355787;77.515841
1031;18.410833;77.40203
1032;18.521226;77.384429
1033;18.485852;77.486373
1034;18.42845;77.504896
1035;18.51032;77.284958
1036;18.391035;77.339433
1037;18.489506;77.382923
1038;18.416796;77.5031
1039;18.42297;77.402438
1040;18.47758;77.431743
1041;18.546548;77.448295
1042;18.408047;77.474721
1043;18.489233;77.386106
1044;18.500719;77.494676
1045;18.56903;77.48503
1046;18.469127;77.383312
1047;18.43261;77.383578
1048;18.449924;77.441489
1049;18.469955;77.499161
1050;18.440853;77.44846
1051;18.468701;77.359156
1052;18.491763;77.422737
1053;18.413813;77.461304
1054;18.597101;77.429442
1055;18.400599;77.466578
1056;18.469584;77.480863
1057;18.51245;77.475583
1058;18.450873;77.454541
1059;18.510306;77.447053
1060;18.404319;77.347412
1061;18.421867;77.380469
1062;18.483748;77.457175
1063;18.412965;77.4597
1064;18.460433;77.399435
1065;18.543151;77.447584
1066;18.446251;77.376286
1067;18.378864;77.372501
1068;18.381485;77.554537
1069;18.464906;77.490998
1070;18.457046;77.417331
1071;18.384761;77.475941
1072;18.427615;77.466694
1073;18.394477;77.464132
1074;18.457966;77.407962
1075;18.463797;77.608443
1076;18.459405;77.48928
1077;18.416071;77.471816
1078;18.388361;77.471986
1079;18.52173;77.533798
1080;18.471018;77.423488
1081;18.446957;77.460799
1082;18.478751;77.521061
1083;18.467746;77.473656
1084;18.451455;77.435886
1085;18.478691;77.442658
1086;18.378782;77.429646
1087;18.433821;77.500606
1088;18.473323;77.51023
1089;18.387976;77.519724
1090;18.424474;77.487465
1091;18.466418;77.478511
1092;18.356698;77.551739
1093;18.48795;77.375614
1094;18.457863;77.416095
1095;18.387732;77.404122
1096;18.394352;77.463776
1097;18.525184;77.362535
1098;18.468742;77.518324
1099;18.380774;77.437311
1100;18.449692;77.469039
1101;18.408231;77.383546
1102;18.423402;77.444478
1103;18.541172;77.417316
1104;18.445954;77.489236
1105;18.459137;77.404677
1106;18.405852;77.53157
1107;18.407396;77.568243
1108;18.509659;77.45757
1109;18.439387;77.45736
1110;18.489328;77.402052
1111;18.422985;77.360829
1112;18.411372;77.356404
1113;18.509238;77.402098
1114;18.44559;77.480202
1115;18.491155;77.40622
1116;18.48781;77.420185
1117;18.497232;77.460435
1118;18.423956;77.563806
1119;18.36004;77.466068
1120;18.489543;77.392807
1121;18.362326;77.382929
1122;18.506417;77.45882
1123;18.404864;77.501028
1124;18.433377;77.444651
1125;18.522438;77.59189
1126;18.373186;77.4289
1127;18.424778;77.459797
1128;18.480358;77.423663
1129;18.400236;77.463128
1130;18.468985;77.557042
1131;18.428713;77.400468
1132;18.421645;77.330928
1133;18.474661;77.52908
1134;18.42711;77.358515
1135;18.484516;77.521033
1136;18.459885;77.371027
1137;18.403956;77.479404
1138;18.460073;77.4337
1139;18.459031;77.357738
1140;18.502211;77.47113
1141;18.424254;77.54196
1142;18.360551;77.485234
1143;18.474974;77.428882
1144;18.478419;77.423911
1145;18.3991;77.362087
1146;18.430402;77.505995
1147;18.432651;77.46584
1148;18.41882;77.47702
1149;18.425214;77.361385
1150;18.490674;77.517951
